100,200,400,800,1600,3200,6400,12800,25600,51200,102400,204800,409600,819200,1638400,3276800,6553600,13107200,26214400
0,0.329677352,0,0.320632858,0.501797318,0,0.275851586,0.367069609,0.606330986,0.426404854,0.631490787,0.534086224,0.697249111,0.299735293,0.355787387,1.272688281,0.477965286,0.751731871,0.924109156
0.455001181,0.423906333,0,0.281825729,0.388033515,0,0.228300639,0.688952811,0.585151262,0,0.70042026,0.383515908,0.627037166,0.35648581,0,1.123805303,0.560818449,0.420696172,0.595493384
0,0.425495824,0,0,0,0.563358502,0.272654917,0.219335038,0.808554161,0.950514787,0.564894984,0.577210562,0.421827889,0.384743656,0.32307398,0.391139917,0.567965611,1.181535685,0
0,0,0,0.303393106,0,0.451889842,0.301773566,0.527815803,0.512875646,0.889879412,1.004344972,0.339503897,1.223533309,0.576241092,1.577798762,0.956595488,0.587252761,1.085643644,0.683254936
0,0,0.551028789,0.299667252,0.559122019,0,0.825611586,0.241167521,0.587976262,1.208042927,0.36739346,1.012148482,0.256861214,0.775119714,0.560168161,0.585341111,0.549384784,0.701631017,0.730942483
0,0,0.354060116,0.26950718,0,0.2337008,0.546118339,0.694324044,0.333972044,0.983379852,0.501204474,0.722465118,1.723925069,0,0.456345043,0.793965161,0.952060083,0.750650496,0
0,0.400279044,0.698722975,0.580024087,0,0,0.343879945,0.609856757,0.696248282,0.246156415,0.645882403,0,0.316625761,0.624982155,0.726161903,0.903324116,0.804307663,0.773033464,1.183381476
0,0,0.558954443,0,0.325194916,0.630698579,0.796900511,0.24665304,0.304917719,0.660579523,0.761090143,0,0.483711514,0,0.806683195,0.650995111,0.630209743,0.610757229,0
0.32810591,0,0,0,0,0.608228061,0,0,0.34821048,0.278201055,0.582788744,0.441552587,0.598483521,0.437066006,0.57957234,0.541608316,0.885372671,0.867025135,0.674687524
0,0,0.31714802,0.430721889,0.297627604,0.237776998,0.521519428,0.451939957,0.258278307,0.324461834,0.349850586,0.470457194,0.480803949,0.841389628,0.544035248,0.584259621,0.734298107,0.79754238,0.96604554
0,0,0,0,0.364516737,0.609734796,0.397216569,0.222838128,0.428625118,0.373793494,0.646793969,0.453869022,0.573789177,0.564948622,0,1.282141903,0.537805657,0.54923765,0
