100,200,400,800,1600,3200,6400,12800,25600,51200,102400,204800,409600,819200,1638400,3276800,6553600,13107200,26214400
0,0.243034221,0,0.14936933,0.344446564,0,0.114267013,0.273128968,0.602951216,0.347985039,0.502353284,0.46060041,0.521487512,0.161393378,0.157044335,1.147814403,0.15971325,0.433609253,0.635657955
0.097860816,0.058329064,0,0.107879311,0.281854014,0,0.083163674,0.544909237,0.550031229,0,0.647382103,0.259191779,0.514175785,0.274397346,0,0.997523594,0.167324911,0.079097133,0.206992495
0,0,0.028786674,0.072026756,0,0.031830367,0.546619835,0.550978265,0.227118599,0.954204087,0.337948011,0.684854489,1.714835128,0,0.271306425,0.554136814,0.880474551,0.52340121,0
0,0.148660194,0.645971474,0.469677887,0,0,0.226498454,0.538388036,0.611474595,0.101623185,0.52960181,0,0.188352303,0.471936519,0.604337736,0.76350365,0.515954389,0.545199895,0.76033642
0,0,0.494990124,0,0.181130149,0.561459169,0.733696565,0.111493679,0.197670125,0.491465204,0.752855909,0,0.411409676,0,0.692415199,0.467485323,0.472440873,0.475189099,0
0,0.191475039,0,0,0,0.609196545,0.146707672,0.073667776,0.640906649,0.887892674,0.504559371,0.411522226,0.205276421,0.204512057,0.068462725,0.165809863,0.412634379,0.916966153,0
0,0,0,0.082751646,0,0.342376144,0.178115663,0.43405267,0.40333538,0.827333499,1.014549503,0.255270637,1.243705297,0.52596275,1.50981189,0.696977797,0.370118628,0.902700342,0.305612695
0,0,0.490072397,0.185062576,0.698778457,0,0.84285402,0.115230315,0.534316885,1.176303592,0.274421718,0.955053752,0.133543602,0.545488936,0.384278227,0.306903565,0.362032197,0.42990699,0.26890974
0.187897748,0,0,0,0,0.528708851,0,0,0.259336665,0.153959106,0.494462603,0.330588924,0.567774182,0.320394717,0.443169108,0.301184722,0.656863267,0.616215273,0.444105185
0,0,0.197452557,0.372095774,0.129599653,0.035856066,0.402070409,0.381726121,0.13034251,0.225950171,0.242562159,0.377542205,0.394612701,0.786719122,0.437287142,0.306596654,0.629544723,0.661108947,0.906332289
0,0,0,0,0.250135719,0.645117362,0.233300408,0.027787431,0.392971736,0.311765332,0.533899991,0.286650281,0.460832626,0.514914407,0,1.125222698,0.017059013,0.128496149,0
