100,200,400,800,1600,3200,6400,12800,25600,51200,102400,204800,409600,819200,1638400,3276800,6553600,13107200,26214400
0,0.804872071,0,0.295955857,0.605977838,0.140431392,0.19182838,0.391732325,0.252631408,0.265455198,0.283102866,0.226648493,0.17125467,0.111646692,0.106219035,0.19416273,0.065605166,0.086458638,0.118508009
0.66378316,0.47733967,0,0.567335462,0.499044359,0.203522095,0.164531673,0.56877843,0.293951888,0,0.21029954,0.129600079,0.185062512,0.104799093,0.086001882,0.227759828,0.091638735,0.087346314,0.071617067
0.50612685,0.792422312,0,0.199645886,0.258484073,0.499810588,0.364832271,0.199849017,0.33391189,0.322154057,0.21610355,0.184873626,0.131204445,0.133664526,0.088467508,0.0934946,0.081368983,0.157823584,0.054483679
0,0,0,0.562076742,0,0.306608437,0.264236749,0.296842301,0.227066392,0.517081306,0.498964556,0.196185236,0.378883512,0.201712112,0.357252436,0.177197719,0.113852187,0.148885926,0.077951597
0,0,0.610071533,0.480240835,0.607758223,0.482950586,0.520053878,0.260157961,0.422687883,0.414976669,0.195383427,0.323793343,0.1483103,0.1453046,0.12764419,0.096251609,0.093508683,0.103480871,0.081246732
1,0,0.4182872,0.431166722,0,0.177935412,0.476038311,0.251219846,0.161222361,0.310268922,0.183331054,0.26281293,0.308818031,0.088669562,0.103494608,0.13445199,0.168483085,0.077691899,0.064212754
0.321046956,0.904259796,0.72939223,0.667260494,0,0,0.28650497,0.399383154,0.274689712,0.157208943,0.256065494,0.120072752,0.158968493,0.166495127,0.158192878,0.123710259,0.104689102,0.113016374,0.138860946
0,0,0.881327195,0,0.440197979,0.89930884,0.648276865,0.28779629,0.210313938,0.225980248,0.354003311,0.08723823,0.185365413,0.082907121,0.174054161,0.130503397,0.100561839,0.084702972,0.066539429
0.801195961,0.666344892,0,0,0,0.321817891,0.149355431,0,0.213668941,0.178185412,0.216722121,0.203055224,0.160923583,0.134253347,0.137010371,0.110928989,0.134524638,0.098266372,0.090502265
0,0,0.438162698,0.348158747,0.595487049,0.307647908,0.378598138,0.25909807,0.168339922,0.177940095,0.194633949,0.191377347,0.14944911,0.210059455,0.182583148,0.079326111,0.122687184,0.103322181,0.125416393
0.412606607,0,0.211195267,0.246743693,0.302547066,0.417617463,0.331748875,0.194763692,0.193465104,0.161793267,0.394215981,0.138734776,0.16263832,0.187874183,0.080442765,0.247964288,0.079347366,0.084348932,0.067997701
