394857,2633697,219644,280885,329430,845133,197802,20637,155816,600969,321074,204032,546412,546357,581530,197234,147775,349770,92309,38574,34173,78577,140279,278330,205668,73388,14923,55823,47536,25036,17227,31885,8180,13219,69040,153493,17231,5724,6752,3309,7339,3196,5595,139,2085,1338,1033,469,111,17
1489134,426571,4612404,365100,289560,583800,633909,134214,384345,191384,108165,58648,55455,97590,154093,17669,44604,38627,3512,30036,20086,15299,127859,25703,8540,12736,19055,9160,18680,8369,9519,2994,2666,585,440,4616,609,1060,5,560,17,114,173,17,88,17,1
3032333,1752038,481462,2790,179627,234688,264098,542247,52119,539148,617933,257099,129019,661385,21815,320234,133050,52459,426472,110710,7500,42033,6512,71712,48752,3197,2835,583,4723,523,1458,3051,791,314,146,16,1
934014,699970,2039426,443500,170419,347118,301121,623967,484279,16631,115532,56944,473195,151473,512237,1252919,149213,208439,1554,206195,56244,150845,38394,12757,158831,54853,50457,111055,7342,96000,11873,13035,7811,7081,6912,1769,1132,21567,3224,812,185,751,150,23,4
196559,1044307,1308822,91857,1690013,962099,330088,115403,178179,975089,75520,1063664,431482,296138,380410,44718,348810,162063,12896,61698,114519,63119,1727,25599,5720,9544,3107,1534,1317,4961,203,2273,156,455,791,143,18,15,12,30
1012340,63060,1563412,855898,233954,1072057,441895,431263,36379,321365,74112,209816,131485,27024,73920,760948,1041424,68938,522971,164733,22421,65182,171421,127492,184647,26212,21091,34179,43920,36874,6393,52459,10776,27878,15009,44586,1118,3588,778,359,76,1,1
524700,391673,957701,370450,15282,710166,660385,1657907,693531,248536,469856,135589,161218,624634,18199,75590,226227,215202,100117,251024,109492,85537,118911,265419,25215,454357,78749,191765,689,40939,10964,37368,3170,31823,9670,8042,8893,4313,3092,8864,946,418,226,14,2
21321,5993758,591249,1418382,372020,218237,133584,422479,17421,75155,1524,182494,94891,21356,51224,12348,39,4513,39910,53720,97526,36458,70428,21887,7081,34583,1428,6122,152,655,380,70,359,409,65,5,2,4,3
57693,240486,319142,1582378,1429101,657728,903984,416812,530090,918906,206413,806475,140882,183677,470009,35450,76972,139230,60836,66828,59881,61723,9620,3384,217750,7139,23442,209395,52657,11303,32455,19996,7834,4028,4741,19641,351,3175,1677,2657,989,4085,670,296,376,38,81,12,24,2,1
178212,666515,1493909,172516,366541,457777,360197,148214,560915,39554,16872,1666730,101616,66192,5878,27994,108941,11564,55147,73899,128678,991591,97179,182686,36286,102812,665868,236789,31070,105242,181085,95800,239114,32319,33364,17000,75329,44151,7485,20237,48864,4816,28533,5988,11073,3061,198,180,162,473,5,15,14,1,1
