,Value 1,Value 2,Value 3,Value 4,Value 5,Value 6,Value 7,Value 8,Value 9,Value 10
gamma,16.271,17.101,16.703,16.953,16.2,15.968,16.745,16.708000000000002,16.555,16.333000000000002
 real_In_exist_to_end,50.0,46.0,37.0,45.0,40.0,42.0,45.0,39.0,50.0,54.0
real_Rn_gamma,0.09918977524262207,0.24872234648035663,0.14455992903604417,0.0886517538462756,0.09455199870802498,0.08027957776803904,0.06896143589462603,0.38717783314183674,0.08360440979305703,0.0803203306161017
Z0_gamma,385039.0,330972.0,355378.0,335511.0,392313.0,409130.0,351658.0,354731.0,364818.0,381229.0
hat_lambda_0,-0.20017182374269968,-0.19930451975453203,-0.19979395080247894,-0.2002409974173703,-0.19989385070401602,-0.20016955273207213,-0.19992124572036848,-0.19984322577295985,-0.19999648280809573,-0.20002082456002213
hat_lambda_1,0.6796451949637089,2.0262318805702,0.7573086624565755,0.4812226827476224,0.4375901216572849,0.3693992292877056,0.2952431826167032,2.7143071763517534,0.5370586252843849,0.5686254568111901
hat_r_1,9.411375576384376,4.304752683134566e-09,3.1471296181488078,104.22595535382095,291.05908276161506,670.595500990941,1158.17008103352,2.0458903208162228e-13,53.40900371037991,36.78458889543183
hat_alpha,0.6940365993552458,2.10016084761585,0.7875106050539281,0.5299435273757152,0.46774670393889917,0.4008812678882156,0.350333724796746,2.7472889441364545,0.5705449549862454,0.5925317841772817
